Date,pr,Year,Month,prpercnt,hurs,spei12,tas,tasmin,tasmax,cdd,cwd,sd,rolling_pr_3y,rolling_pr_2y,rolling_pr_1y,tas_range
2069-05-16,151.04515,2069,5,66.672066,79.87175,-1.8337908,30.697845,27.853073,33.542614,4.707668350168345,18.00631192881192,31.0,7732.843817,5263.178946999999,2197.466397,5.689541000000002
2069-06-16,242.91792,2069,6,140.57953,81.58066,-1.943237,30.397568,27.719385,33.075752,2.222386964886956,24.84342231842232,30.0,7776.031697,5306.505197,2175.136147,5.356367000000002
2069-07-16,234.41374,2069,7,127.58785,80.870026,-1.6725389,30.104567,27.381493,32.82764,1.4401479076479051,29.00021885521885,31.0,7884.024567,5314.105327,2247.345987,5.446147000000003
2069-08-16,240.57294,2069,8,115.35531,80.35146,-1.3917748,30.18193,27.360947,33.002914,2.9967291967291896,22.661354016354007,31.0,7903.585607000001,5238.590837000001,2313.098687,5.6419669999999975
2069-09-16,181.48181,2069,9,80.59959,79.94928,-1.1823393,30.21074,27.331139,33.090343,4.43717412217412,25.80398268398267,30.0,7915.580967,5060.884747,2360.500097,5.759203999999997
2069-10-16,327.72275,2069,10,115.0423,81.61664,-1.1436261,29.850351,27.136065,32.56464,0.6049001924001852,28.87879990379989,31.0,7991.389517,5118.255236999999,2374.9873770000004,5.428574999999999
2069-11-16,315.59506,2069,11,104.84522,81.68351,-1.019338,29.137703,26.610796,31.66461,0.3681433381433333,29.694912217412213,29.99861111111111,8042.497577,5130.7120970000005,2419.627337,5.053813999999999
2069-12-16,316.72092,2069,12,103.253174,83.14151,-1.0235573,28.840338,26.476465,31.204208,1.1932058682058566,29.19424603174603,30.997222222222224,8002.372277,5102.634517,2447.723527,4.727743
2070-01-16,215.31862,2070,1,84.643425,81.36624,-0.97228664,28.19419,25.746881,30.641495,5.154662097162083,12.24593434343434,30.98472222222222,8050.775997,5001.687297,2461.440787,4.894614000000001
2070-02-16,102.674286,2070,2,50.736095,79.71611,-0.75693727,29.052576,26.353935,31.75122,5.763000240500231,14.101374458874457,28.0,7956.363373,4892.057623000001,2507.645896,5.397285
2070-03-16,176.35246,2070,3,94.37539,79.96528,-0.36899176,29.324852,26.675652,31.974052,3.72599567099566,16.884122174122165,30.99861111111111,7961.948983,4872.187983000001,2605.473026,5.298400000000001
2070-04-16,181.9073,2070,4,85.65729,80.91277,-0.06661845,30.375051,27.641157,33.108948,3.166474266474259,19.477355699855693,30.0,7971.954303,4874.468453,2686.722956,5.467790999999998
2070-05-16,221.26793,2070,5,95.86627,81.304726,0.11000264,30.215975,27.53628,32.89567,2.551557239057234,21.992732082732072,31.0,8020.124683,4954.412133,2756.945736,5.359390000000001
2070-06-16,227.0072,2070,6,126.80418,81.40024,0.018324852,30.351265,27.663855,33.038673,2.0890836940836923,23.604424001923995,30.0,8047.540213,4916.171163,2741.035016,5.374818000000001
2070-07-16,246.33693,2070,7,134.67163,81.215385,0.0666221,30.053228,27.32823,32.77822,2.535081770081759,26.18853415103414,31.0,8067.063533,5000.304193,2752.958206,5.449989999999996
2070-08-16,177.55928,2070,8,86.653465,79.45654,-0.16407548,30.251566,27.346815,33.15632,4.131709956709954,18.80979797979797,31.0,7928.535383,5003.043233,2689.9445459999997,5.8095050000000015
2070-09-16,205.50476,2070,9,90.63567,80.1283,-0.09127725,30.144264,27.288061,33.00047,2.0631986531986457,24.547201779701773,30.0,7774.852243,5074.467593,2713.967496,5.712409000000001
2070-10-16,345.7687,2070,10,119.98263,82.40069,0.03909123,29.538157,26.866577,32.209736,1.0076226551226506,27.419324194324187,30.99861111111111,7850.268683,5107.000823,2732.0134460000004,5.343159
2070-11-16,275.84723,2070,11,91.04346,81.692696,-0.07773999,29.703598,27.035395,32.3718,0.5948424723424652,27.24733886483885,30.0,7822.977713,5111.892953,2692.265616,5.336404999999999
2070-12-16,295.5808,2070,12,94.151375,82.22318,-0.14279218,29.107645,26.701952,31.513342,0.8566269841269791,29.036547619047617,31.0,7773.760013,5118.849023000001,2671.125496,4.811390000000003
2071-01-16,161.87498,2071,1,64.10523,80.60497,-0.33287486,28.451332,25.958588,30.944077,5.690607263107257,9.86704184704184,30.991666666666667,7619.369153000001,5079.122643,2617.681856,4.985489000000001
2071-02-16,122.68872,2071,2,57.683643,79.671646,-0.27505627,29.569006,26.826166,32.311844,6.495986050986042,12.818784271284258,28.0,7529.7539130000005,5145.342186,2637.69629,5.485678
2071-03-16,125.372925,2071,3,60.555576,78.110664,-0.4050469,30.193161,27.31412,33.0722,8.36149831649831,16.685830928330926,31.0,7458.904738,5192.189781,2586.716755,5.758080000000003
